ecoregion;metierl4;species;model;bpue;lwr;upr;replicates;base_model_heterogeneity;alternative_models_flag
"bay of biscay and the iberian coast";"lhm";"glaucostegus cemiculus";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"glaucostegus cemiculus";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"gns";"glaucostegus";"none";NA;NA;NA;365;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"glaucostegus";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"glaucostegus";"none";NA;NA;NA;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"glaucostegus";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"glaucostegus";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"glaucostegus";"none";NA;NA;NA;121;NA;FALSE
"bay of biscay and the iberian coast";"otb";"glaucostegus";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"glaucostegus";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"glaucostegus";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"glaucostegus";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"glaucostegus";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"glaucostegus";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"glaucostegus";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"glaucostegus";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"glaucostegus";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"glaucostegus";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"glaucostegus";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"glaucostegus";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"glaucostegus";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"glaucostegus";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"glaucostegus";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"glaucostegus";"none";NA;NA;NA;5;NA;FALSE
"azores";"lhp";"globicephala macrorhynchus";"none";NA;NA;NA;28;NA;FALSE
"azores";"lls";"globicephala macrorhynchus";"none";NA;NA;NA;48;NA;FALSE
"azores";"ps";"globicephala macrorhynchus";"none";NA;NA;NA;22;NA;FALSE
"azores";"fpo";"globicephala macrorhynchus";"none";NA;NA;NA;16;NA;FALSE
"azores";"gns";"globicephala macrorhynchus";"none";NA;NA;NA;15;NA;FALSE
"azores";"lld";"globicephala macrorhynchus";"none";NA;NA;NA;7;NA;FALSE
"azores";"lhm";"globicephala macrorhynchus";"none";NA;NA;NA;42;NA;FALSE
"barents sea";"otb";"globicephala melas";"none";NA;NA;NA;58;NA;FALSE
"barents sea";"ott";"globicephala melas";"none";NA;NA;NA;3;NA;FALSE
"barents sea";"otm";"globicephala melas";"none";NA;NA;NA;4;NA;FALSE
"barents sea";"gns";"globicephala melas";"none";NA;NA;NA;7;NA;FALSE
"norwegian sea";"otb";"globicephala melas";"none";NA;NA;NA;31;NA;FALSE
"norwegian sea";"ott";"globicephala melas";"none";NA;NA;NA;9;NA;FALSE
"norwegian sea";"otm";"globicephala melas";"none";NA;NA;NA;28;NA;FALSE
"norwegian sea";"gns";"globicephala melas";"none";NA;NA;NA;40;NA;FALSE
"norwegian sea";"ptb";"globicephala melas";"none";NA;NA;NA;17;NA;FALSE
"faroes";"otb";"globicephala melas";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"globicephala melas";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"icelandic waters";"gns";"globicephala melas";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"globicephala melas";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"globicephala melas";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"globicephala melas";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"globicephala melas";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"globicephala melas";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"globicephala melas";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"globicephala melas";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"globicephala melas";"none";NA;NA;NA;2;NA;FALSE
"greenland sea";"otb";"globicephala melas";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"globicephala melas";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"lld";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"globicephala melas";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"globicephala melas";"none";NA;NA;NA;10;NA;FALSE
"azores";"lhp";"globicephala melas";"none";NA;NA;NA;28;NA;FALSE
"azores";"lls";"globicephala melas";"none";NA;NA;NA;48;NA;FALSE
"azores";"ps";"globicephala melas";"none";NA;NA;NA;22;NA;FALSE
"azores";"fpo";"globicephala melas";"none";NA;NA;NA;16;NA;FALSE
"azores";"gns";"globicephala melas";"none";NA;NA;NA;15;NA;FALSE
"azores";"lld";"globicephala melas";"none";NA;NA;NA;7;NA;FALSE
"azores";"lhm";"globicephala melas";"none";NA;NA;NA;42;NA;FALSE
"bay of biscay and the iberian coast";"gns";"globicephala melas";"none";NA;NA;NA;575;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"globicephala melas";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"globicephala melas";"n_ind ~ 1";7.82074915353657e-05;1.10142476507594e-05;0.000555318159369023;530;FALSE;TRUE
"bay of biscay and the iberian coast";"ltl";"globicephala melas";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"globicephala melas";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"globicephala melas";"n_ind ~ 1";0.000816212922398237;3.76145878948507e-05;0.0177113075531281;119;FALSE;FALSE
"bay of biscay and the iberian coast";"otb";"globicephala melas";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"globicephala melas";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"globicephala melas";"n_ind ~ 1";0.00160753740363678;0.000381268794142864;0.00677783375872871;130;FALSE;TRUE
"bay of biscay and the iberian coast";"gnc";"globicephala melas";"none";NA;NA;NA;48;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"globicephala melas";"none";NA;NA;NA;40;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"globicephala melas";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"globicephala melas";"none";NA;NA;NA;165;NA;FALSE
"bay of biscay and the iberian coast";"lld";"globicephala melas";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"globicephala melas";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"globicephala melas";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"globicephala melas";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"globicephala melas";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"globicephala melas";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"globicephala melas";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"globicephala melas";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"globicephala melas";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gns";"globicephala melas";"none";NA;NA;NA;199;NA;FALSE
"celtic seas";"otb";"globicephala melas";"none";NA;NA;NA;456;NA;FALSE
"celtic seas";"gnd";"globicephala melas";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gtr";"globicephala melas";"none";NA;NA;NA;138;NA;FALSE
"celtic seas";"ott";"globicephala melas";"none";NA;NA;NA;125;NA;FALSE
"celtic seas";"tbb";"globicephala melas";"none";NA;NA;NA;122;NA;FALSE
"celtic seas";"ssc";"globicephala melas";"none";NA;NA;NA;43;NA;FALSE
"celtic seas";"ptm";"globicephala melas";"none";NA;NA;NA;67;NA;FALSE
"celtic seas";"lhp";"globicephala melas";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"globicephala melas";"n_ind ~ 1";0.00147154172393165;3.97672826610112e-05;0.0544526781910289;118;FALSE;FALSE
"celtic seas";"ps";"globicephala melas";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"globicephala melas";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"globicephala melas";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"globicephala melas";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"lhm";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"ptb";"globicephala melas";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"sdn";"globicephala melas";"none";NA;NA;NA;2;NA;FALSE
"greater north sea";"otb";"globicephala melas";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"globicephala melas";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"globicephala melas";"none";NA;NA;NA;506;NA;FALSE
"greater north sea";"ott";"globicephala melas";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"globicephala melas";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"globicephala melas";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"globicephala melas";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"globicephala melas";"none";NA;NA;NA;253;NA;FALSE
"greater north sea";"ptm";"globicephala melas";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"globicephala melas";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"globicephala melas";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"globicephala melas";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"globicephala melas";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"globicephala melas";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"globicephala melas";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"globicephala melas";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"globicephala melas";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"globicephala melas";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"globicephala melas";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"globicephala melas";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"globicephala melas";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"gobius cobitis";"none";NA;NA;NA;234;NA;FALSE
"celtic seas";"otb";"gobius cobitis";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"gobius cobitis";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"gobius cobitis";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"gobius cobitis";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"gobius cobitis";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"gobius cobitis";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"gobius cobitis";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"gobius cobitis";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"gobius cobitis";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"gobius cobitis";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"gobius cobitis";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"gobius cobitis";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"gobius cobitis";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"gobius cobitis";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"gobius cobitis";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"gobius cobitis";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"gobius cobitis";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"gobius cobitis";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"gns";"gobius couchi";"none";NA;NA;NA;234;NA;FALSE
"celtic seas";"otb";"gobius couchi";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"gobius couchi";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"gobius couchi";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"gobius couchi";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"gobius couchi";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"gobius couchi";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"gobius couchi";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"gobius couchi";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"gobius couchi";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"gobius couchi";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"gobius couchi";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"gobius couchi";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"gobius couchi";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"gobius couchi";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"gobius couchi";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"gobius couchi";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"gobius couchi";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"gobius couchi";"none";NA;NA;NA;2;NA;FALSE
"faroes";"otb";"grampus griseus";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"grampus griseus";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"grampus griseus";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"lld";"grampus griseus";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"grampus griseus";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"grampus griseus";"none";NA;NA;NA;10;NA;FALSE
"azores";"lhp";"grampus griseus";"none";NA;NA;NA;28;NA;FALSE
"azores";"lls";"grampus griseus";"none";NA;NA;NA;48;NA;FALSE
"azores";"ps";"grampus griseus";"none";NA;NA;NA;22;NA;FALSE
"azores";"fpo";"grampus griseus";"none";NA;NA;NA;16;NA;FALSE
"azores";"gns";"grampus griseus";"none";NA;NA;NA;15;NA;FALSE
"azores";"lld";"grampus griseus";"none";NA;NA;NA;7;NA;FALSE
"azores";"lhm";"grampus griseus";"none";NA;NA;NA;42;NA;FALSE
"bay of biscay and the iberian coast";"gns";"grampus griseus";"none";NA;NA;NA;575;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"grampus griseus";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"grampus griseus";"n_ind ~ 1";7.82076043609242e-05;1.10166339303323e-05;0.000555199475498081;530;FALSE;FALSE
"bay of biscay and the iberian coast";"ltl";"grampus griseus";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"grampus griseus";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"grampus griseus";"none";NA;NA;NA;119;NA;FALSE
"bay of biscay and the iberian coast";"otb";"grampus griseus";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"grampus griseus";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"grampus griseus";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"grampus griseus";"none";NA;NA;NA;48;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"grampus griseus";"none";NA;NA;NA;40;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"grampus griseus";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"grampus griseus";"none";NA;NA;NA;165;NA;FALSE
"bay of biscay and the iberian coast";"lld";"grampus griseus";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"grampus griseus";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"grampus griseus";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"grampus griseus";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"grampus griseus";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"grampus griseus";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"grampus griseus";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"grampus griseus";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"grampus griseus";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gns";"grampus griseus";"none";NA;NA;NA;199;NA;FALSE
"celtic seas";"otb";"grampus griseus";"none";NA;NA;NA;456;NA;FALSE
"celtic seas";"gnd";"grampus griseus";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gtr";"grampus griseus";"n_ind ~ 1";0.00144120552459587;0.000203013269850436;0.0102312196914807;138;FALSE;FALSE
"celtic seas";"ott";"grampus griseus";"none";NA;NA;NA;125;NA;FALSE
"celtic seas";"tbb";"grampus griseus";"none";NA;NA;NA;122;NA;FALSE
"celtic seas";"ssc";"grampus griseus";"none";NA;NA;NA;43;NA;FALSE
"celtic seas";"ptm";"grampus griseus";"none";NA;NA;NA;67;NA;FALSE
"celtic seas";"lhp";"grampus griseus";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"grampus griseus";"none";NA;NA;NA;118;NA;FALSE
"celtic seas";"ps";"grampus griseus";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"grampus griseus";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"grampus griseus";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"grampus griseus";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"lhm";"grampus griseus";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"ptb";"grampus griseus";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"grampus griseus";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"grampus griseus";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"sdn";"grampus griseus";"none";NA;NA;NA;2;NA;FALSE
"greater north sea";"otb";"grampus griseus";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"grampus griseus";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"grampus griseus";"none";NA;NA;NA;506;NA;FALSE
"greater north sea";"ott";"grampus griseus";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"grampus griseus";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"grampus griseus";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"grampus griseus";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"grampus griseus";"none";NA;NA;NA;253;NA;FALSE
"greater north sea";"ptm";"grampus griseus";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"grampus griseus";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"grampus griseus";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"grampus griseus";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"grampus griseus";"none";NA;NA;NA;28;NA;FALSE
